id,first_author,n_authors,title,abstract,language,publication,source_type,source,first_author_country,type,publication_year
196,Poole,2,"'"Eco this and recycle that'": an ecolinguistic analysis of a popular digital simulation game","This article presents an ecolinguistic analysis of a popular digital simulation game, Animal Crossing: New Leaf (2012). As the popularity and immersive capability of digital gaming continues to expand, there is need for investigations of how digital games may either perpetuate ecologically destructive ideologies, practices, and identities or promote and cultivate more ecologically sustainable options. The simulation game genre is of particular interest as these games are typically designed to reproduce and reflect real world activities in which gamers complete tasks for purposes such as education, training, and entertainment. Although elements of the Animal Crossing: New Leaf game may be viewed as promoting sustainable ecological action and fostering identities and practices supportive of ecological wellbeing and sustainability, game features and operations central to play within the constructed game world reflect, normalize, reproduce, and perpetuate the production and performance of identities and human-nature relationships at the root of the ecological crisis.",English,134,url,https://doi.org/10.1080/17405904.2019.1617177,3,non_empirical,2020
197,Pozzo,1,Natureza cósmica digital: o narrar ecológico no jogo digital Outer Wilds,"Nesta pesquisa, buscamos perceber como o jogo digital de exploração espacial Outer Wilds utiliza seu universo para imergir o jogador em um ambiente autônomo e se há como vincular seus sistemas com um pensar ecológico. Entre as diversas óticas de análise dos jogos digitais, destacamos aqui o Ecoplay, apresentado por Melissa Bianchi (2018; 2020). Para a análise, usamos conceitos de narrativa e imersão de David Herman (2009), Janet Murray (2003) e Henry Jenkins (2009) em combinação com o campo da Ecocrítica. Através da análise, percebemos um enfoque em ações que retiram o agente humano do centro e os colocam em um ecossistema maior que o próprio jogador.",Portuguese,123,url,https://sou.ucs.br/etc/revistas/index.php/antares/article/view/9149,60,non_empirical,2020
199,Pratama,1,Mono-no-Aware Game Design Aesthetic for Ecological Empathy: The Case of “Ghost of Tsushima” the Video Game,"Video games are capable of taking part in the sustainable agenda. More empathic and understanding video games are developed to produce more empathic outcomes in recent years, therefore, more empathic players. This journal looks at how an abstract concept of Japanese aesthetic: mono no aware, can take shape in bridging this sensibility towards a more sustainable treatment of the environment. This is done through a closer inspection of the concept of mono no aware, then analyzing and exposing the nature of the ludic structure of the game and the reward for the players.",English,78,url,https://doi.org/10.1063/5.0110470,22,non_empirical,2021
200,Pratique,1,"De la nature dans le jeu vidéo, esthétiques environnementales","A partir d''une interrogation simple autour des représentations de la nature existantes au sein des jeux vidéo, suite à un constat du manque d''écrits théoriques en esthétique sur ce médium et une réflexion en tant que membre de la communauté des gamers sur ces problématiques, ce mémoire se déroule selon quatre axes. Le premier déploie ce que j''ai nommé la nature-décor, retraçant une rapide réflexion sur la question du paysage, la nature-artefact de Descartes, le naturalisme occidental selon les catégories de Philippe Descola qui sépare nature et culture, et enfin sur le transhumanisme comme courant contemporain qui perpétue cette tradition réflexive d''une humanité qui doit s''extraire de la nature. Le deuxième axe s''attache à développer ce que j''ai nommé la nature-matériau, abordant ainsi l''histoire de la domination de la nature par l''homme, notamment suite aux lectures de la Bible et de la fameuse injonction cartésienne d''être comme possesseur et maître de la nature , pour amener ensuite à une lecture critique des projets de géo-ingénierie qui ont la faveur des politiques actuelles. Le troisième axe a pour but d''aborder l''hypothèse Gaïa et la notion d''Anthropocène, en montrant que ces deux théories ont bouleversé les manières de penser la nature et notre relation avec elle mais qu''un véritable climato-scepticisme s''est installé, ayant pour objectif de dénigrer les résultats scientifiques et de propager le doute au sein des populations. Cette propagation du doute servant les intérêts du capitalisme qui est au centre du quatrième axe, qui a pour rôle de soulever les différents conflits politiques et esthétiques en jeu dans ces questionnements mêlant environnement et jeu vidéo. Après une critique de la notion de globe et une mise en lumière des processus capitalistes qui sous-tendent le monde, notamment dans sa manière de tout transformer en valeur marchande, même la pauvreté et les catastrophes climatiques, il sera question de l''esthétique politique du jeu vidéo, de sa capacité à véhiculer des messages idéologiques, ainsi que du rôle de la virtualité dans ces problématiques.",French,105,url,https://dumas.ccsd.cnrs.fr/dumas-01432565,40,non_empirical,2016
201,Price,1,Greening a Green Beret: Diamond Dogs as Environmental Enforcement for Hire in Metal Gear Solid V: The Phantom Pain,,English,52,url,https://doi.org/10.5040/9798765123584.0018,3,non_empirical,2024
202,Quirk,1,Island Time in Lockdown: Animal Crossing: New Horizons’ Slow Culture and Its Shinto Source,"This article argues that Animal Crossing: New Horizons embodies the culture of Slowness discovered by many during the covid-19 lockdown in 2020, and that its acclaim points to a future for Slowness in games and, perhaps, in lifestyle more generally. The title will be considered within the context of Radde-Antweiler et al.’s framework of gamevironments, which considers the cultural landscape of a given game based on its technical aspects and its reception among audiences. Through this, the Slowness in the game can be identified. It will subsequently be argued that this Slowness is the result of Shinto presence in the game, as the tradition is largely concerned with the natural environment and mindfulness, contrasting with the values promoted by capitalism and globalisation. Animal Crossing: New Horizons and its popularity point to a growing discontent with the status quo of ‘fast’ living.",English,179,url,https://doi.org/10.1163/21659214-bja10032,4,non_empirical,2021
203,Rivera-Dundas,1,Ecocritical Engagement in a Pixelated World,"How does one talk about materiality or embodiment when the “body” and the “environment” in question are forever separated by a screen? Through close readings of Proteus (Twisted Tree, 2013) and Islands: Non-Places (Ice Water Games, 2016), this essay argues that certain video games articulate empathetic relationships between player and world, because of—rather than despite—the video game’s position as a virtual realm. Because these two games limit player interaction and manipulate experiences of time, Proteus and Islands: Non-Places force the player to critically inhabit her position in the world and to question her expectations of dominance and control as typically experienced in video games. Applications of material ecocriticism drive the readings of these video games. Specifically, by considering theories of time—both Anna Tsing’s pace of walking and Rob Nixon’s slow time of environmental disaster—together with Jane Bennett’s concept of vibrant matter and Serenella Iovino and Serpil Oppermann’s definition of material ecocriticism, this essay argues that the worlds of Proteus and Islands: Non-Places demand an environmental attention from the player. These two games reject the human desire to touch, cultivate, and master the environment, offering, instead, a digital assemblage that includes the corporeal player and the virtual world. Proteus and Islands: Non-Places, human-made constructions designed for human consumption, drive an investment in the vibrancy of the world—both within the game and without.",English,143,url,https://doi.org/10.37536/ECOZONA.2017.8.2.1351,3,non_empirical,2017
204,Ross,1,Using Video Games and Play to Tell Climate Stories,,English,39,url,https://doi.org/10.1108/978-1-83753-640-520241019,,non_empirical,2024
206,Ruffino,1,"Videogames, the Anthropocene, and Other Problems of Scale: Methodological Notes for the Study of Digital Games in Times of Ecological Crisis","In this article I critique and evaluate a number of methodological approaches to the study of videogames and their relationship to the Anthropocene. I identify two dominant tendencies. Firstly, videogames are seen as tools that can potentially inform and educate their players about humanity’s impact on our planet, and possibly suggest virtuous behaviours. Secondly, videogames are analysed for their strategies of representing the Anthropocene, for example, for the ways in which they depict the natural environment or imagine a post-human world. I call these the ‘instrumental’ and ‘representational’ approaches. Both methods of research and game design are valid and useful in many ways, and both rely on their scalability: through repeated engagement with videogames that draw on the instrumental and/or representational approach, players’ reflections on their experience are argued to scale up and influence future behaviour and thinking in real life. I suggest that, in parallel with these methods of critique and design, we can consider the possibility that the Anthropocene is transpiring and leaking into our entertainment practices, becoming visible through molecular and situated encounters. Players might occasionally articulate their fears and anxieties about the ‘Age of Man’ while responding to videogames that are not explicitly about the Anthropocene. This article argues that the scalability of players’ interpretations can be re-evaluated in all its complexity and unpredictability when exploring the potential of the medium of videogames to open up a post-anthropocentric imagination. This article considers a number of examples from game design, drawing on Timothy Morton’s notions of hyperobjects and subscendence, and Joanna Zylinska’s and Anna Tsing’s reassessment of the notion of scale.",English,176,url,https://gamescriticism.org/2024/10/27/ruffino-6-a/,5,non_empirical,2024
207,Salvador,1,The Unexplored Potential of Video Games for Animal Conservation,,English,246,url,https://www.hawaii.edu/cowielab/issues.html,47,non_empirical,2017
208,Salvador,1,An unexpected bird in Honkai: Star Rail and China’s war on sparrows,,English,177,url,https://doi.org/10.5281/zenodo.10644006,43,non_empirical,2023
209,Sandbrook,3,Digital Games and Biodiversity Conservation,"Digital games play an important role in the lives of millions of people worldwide. The games industry is expanding rapidly, and games are developing in sophistication and complexity. Games (and gaming approaches to other activities) are increasingly being used for serious or social purposes in a wide range of fields, including biodiversity conservation. This paper evaluates the potential of “conservation games” (digital games that promote conservation). It explores ways in which conservation might make use of digital games in the areas of (1) education and behavior change, (2) fundraising, and (3) research, monitoring, and planning. It discusses the risk that games may distract gamers from the real world and its problems or provide misleadingly simple narratives about conservation issues. We conclude that there is great potential for conservation to take more advantage of digital games, provided that conservation games are developed in collaboration with game design specialists, have specific rather than general aims, target a specific and conservation-relevant audience, and (above all) are fun to play.",English,24,url,https://doi.org/10.1111/conl.12113,5,non_empirical,2015
210,Santry,1,Pokémon and the Environment,,English,68,isbn,1-4985-7492,8,non_empirical,2019
211,Sawers,1,All the animals are gone? The politics of contemporary hunter arcade games,"Recent proliferation and popularity of personal computer and console games has meant that scholarship around video arcade games has been largely ignored. Arcade games had their halcyon days during the 1970s and 1980s when ‘Space Invaders’, ‘Pong’ and ‘Donkey Kong’ were household names. The inception of scholarship into games occurred in the 1990s; a time when arcade games were writ small in the cultural imagination, at least compared to the newer home computer and video games. Thus in games theory they are typically discussed only in terms of their role as antecedents to their more popular kin. Moreover, they seem innocuous because they are so publicly accessible. Against this assumption, and lack of scholarship, this paper explores a selection of contemporary arcade games which we describe as ‘hunting’ games. Arcade hunting games are first-person shooter (FPS) involving one or more players shooting simulated wild animals. They are commonly situated in cinema foyers, hotels, and family entertainment centres. However, despite a presumption of institutional moderation afforded by the public accessibility of these spaces, this paper argues that this genre works through a range of political modalities that require more scholarly consideration than currently given.",English,132,url,https://doi.org/10.1080/10304310903548654,4,non_empirical,2010
213,Seller,1,"Vegetal Horrors: Blair Witch, Darkwood and Non-human Turn Game Studies",,English,92,url,https://dl.digra.org/index.php/dl/article/view/1176,5,non_empirical,2020
221,Silva,2,"Narratives of environmental crisis in Chrono Cross: settler colonialism, inter-species conflicts, and environmental injustice","This article examines narratives of environmental injustice through representations of settler colonialism and resource exploitation in the digital game Chrono Cross, as a case study to demonstrate how narratives of environmental crisis can be mobilized by developers to raise awareness on how resource exploitation can be harmful in a manifold of ways, from species extinction to violation of Indigenous peoples. Additionally, this study explores how game mechanics – specifically those related to inter-species conflicts and resource gathering – mobilize readings that are inconsistent with the environmental narrative intended by the game.",English,248,url,https://doi.org/10.31124/advance.23309558.v1,23,non_empirical,2023
214,Seller,1,Ugly Death: Rotting with the More-than-human in The Last of Us Part II (2020),"This article explores ugly affects connecting human and nonhuman in a videogame which troubles player success and anthropocentrism: The Last of Us Part II (Naughty Dog 2020). Re-contextualising anxiously mixed reception of this videogame’s murderous depths, I follow Haraway’s imperative to ‘stay with the trouble’ (2016:2), tracing ontological involvement between humans, fungal zombies and background assets that question both parasitism and human significance. In the first half, I focus on radical negativity surrounding Ellie’s character before following troubling affects into the second half in order to bridge the interpersonal and interspecies in the aesthetics of the backdrop which shadows the player. Connecting Nonhuman Studies approaches (Tsing 2015; Haraway, 2016; Keetley 2016; Sheldrake 2020) to a basis in Affect Theory (Ngai 2005; Berlant 2011), I utilise textual analysis to unpack player-character struggles with meaningful death in the context of ‘hypermarginal life’: rooted fungi, lichen and plants which live and die beyond even the horizon of our sympathies for the animal world.",English,205,url,https://www.revenantjournal.com/contents/ugly-death-rotting-with-the-more-than-human-in-the-last-of-us-part-ii-2020/,5,non_empirical,2022
215,Seller,1,"Boring Lizards: Ludic Management, Affect and Ambivalence","This chapter utilises Game Studies, Animal Studies and Affect Studies approaches to explore how videogame adaptation Jurassic World: Evolution (Frontier 2018) mediates Jurassic World’s (2015) themes of captivity, anxiety and boredom in a time of routinised risk and perpetual crisis management (Bhattacharyya 2015; Beck 1992). Critically, the game has been denigrated as boring and repetitious (Stapleton 2018; Freeman 2018); dinosaurs sleep more than fight; and players balance variables to meet minimum thresholds of dinosaur contentment and their own enjoyment. If the film’s hybrid dinosaur signals the increasing banality of ‘terrible lizards,’ I argue that Evolution explores boredom systemically through simulations of banal park maintenance where the speculative animal might ‘respond’ to the player through shared affects and constraints. As W.J.T. Mitchell asks of the dinosaur’s ambivalent meanings of power and extinction, “Are we to scream or to yawn?” (1998:69). This is not a break with games of exploitation and manipulation of the animal, but rather an articulation of our complicity and enmeshment in loops of captivity that embrace human and animal but neither completely. Unable to see the animal itself, filled with tantalising contradictions and distance, we instead become-bored-with the animal.",English,129,url,https://doi.org/10.6092/issn.2280-9481/16801,5,non_empirical,2023
216,Seller,1,Hiding (in) the Tall Grass: Rethinking Background Assets in Video Game Plantscapes,"This chapter explores the significance of “grass” assets, bringing critical plant studies and the Anglo-American lawn’s cultural historiography to textual analysis of ludic backdrops. While Alenda Chang critiques the functionally inert plants of predominantly visual video game environments, this risks reinforcing the treatment of plants in purely instrumental “functional” terms and repeating what Michael Marder identifies as Western marginalization of flora’s rooted, headless alterity, and reifying narrow anthropocentric values of agency and centrality. Indeed, passivity is key to video games, and game studies regrettably marginalize visuality. I propose that questionably “visual” and “inert” background assets (exemplified by grass) offer rich and underexamined terrain for analysis wherein the “plantscapes” dwarfing humanity might challenge disciplinary understanding of agency/interactivity and foreground/background.",English,16,url,https://doi.org/10.2307/jj.10819591.19,5,non_empirical,2024
217,Sellers,1,Pixelated Frontiers: Videogames and the Sublimation of Nature,"Continuing a legacy begun with cyberspace’s metaphorical alignment with explorable “frontiers,” videogames (re)mediate environmental aesthetics and spatial experience. To examine this phenomenon, this thesis begins dissecting the trope of ecological recovery. This structuring logic redeploys Cartesian dualism and purity politics while addressing the player’s desire to enact a meaningful connection with “nature.” The subsequent analysis builds from this tension between the game’s structuring logics, which endorse violent rhetorics of mastery and control, and the player’s affective attachment to “greenness” as such. Chapter 1 defines the aesthetics of open world game design to unwind the ethical orientations this design model both inhibits and facilitates. This unwinding characterizes open world as a design practice that articulates unbounded freedom while occluding its own limitations. While the logic of open world instrumentalizes player exploration, this chapter positions the ambiguous practices of slow wandering as defiant of the violent consumption of space. To further untangle how games organize player desire and organize the player’s experience of space, Chapter 2 describes developments of map designs in the Legend of Zelda franchise as a case study. These maps enforce the system’s strategic practices, interpellating the player as romantic explorer, master of landscapes, and colonialist. Chapter 3 develops a system of categorization for understanding how nonhuman animals signify and function in games and how they determine player orientations. Together, these interrogations concentrate on specific aspects of the game experience to demonstrate how games not only train players in certain subjectivities but also translate player desires to the screen. Digital games, as the defining medium of our time, sublimate the desires that the contemporary consumer subject holds toward environments. The study of these games and their environmental aesthetics allows us to interrogate these desires and their relationship to the structuring logics of this moment in contemporary capitalism.",English,105,url,http://hdl.handle.net/10822/1054938,3,non_empirical,2019
218,Seranda,1,The Obligatory Underwater Level: Posthuman Genealogy of Amphibian Human in Media,"Will humankind ever be able to live underwater? To answer this question from the perspective of visual media studies, I analyze narrative and expressive means used for positive representation of underwater experiences in several examples of screen media. My examples are principally different by origin and yet united by their highly enjoyable effect of immersion into underwater worlds. My primary focus is on Amphibian Man (1928), a cult early science fiction novel by Alexandr Belyaev adapted for screen in 1962 in the USSR.I also explore its unintentionally close contemporary reproduction in The Shape of Water (2016), which even led to accusations in plagiarism. The third example is a contemporary independent video game ABZU by Giant Squid (2016), which replays the same theme of amphibian human existence in a positive light. These cases present a surprisingly rare view of a safe, friendly and interactive marine world, approached by the protagonist who can breathe underwater. I apply the posthumanist lens to find out that, surprisingly, aquatic cyborgs seem to be underrated by the queer thought (Haraway, 2015, 2016); I conclude that the model of ‘queer ecologies’ may become the needed development.",English,133,url,https://doi.org/10.46539/cmj.v2i2.41,46,non_empirical,2021
219,Shah,2,Using the Metaverse to Connect and Protect the Natural World,,English,243,url,https://ssir.org/articles/entry/using_the_metaverse_to_connect_and_protect_the_natural_world#,,non_empirical,2022
220,Silk,5,The implications of digital visual media for human-nature relationships,,English,20,url,https://doi.org/10.1002/pan3.10284,5,non_empirical,2021
222,Silva Aprile,1,Gamificação como metodologia ativa no ensino sobre fungos: uma análise a partir das experiências em Baldur's Gate 3 e The Last of Us,"O presente artigo explora a utilização de jogos eletrônicos como ferramentas pedagógicas, destacando seu potencial para promover aprendizagens autônomas e ativas. Com base nas teorias de Vygotsky, Huizinga e Winnicott, o estudo examina a evolução dos jogos desde o Atari 2600 até títulos contemporâneos, como SPORE, BALDUR''S GATE 3 e THE LAST OF US. A metodologia inclui uma análise crítica da interseção entre tecnologia, entretenimento e educação, evidenciando como esses jogos podem facilitar a compreensão de conceitos biológicos e sociais. Os resultados mostram que, através de narrativas ricas e mecânicas interativas, os jogos podem estimular a criatividade, o pensamento crítico e a autoconfiança dos alunos. Conclui-se que a gamificação oferece uma abordagem inovadora e eficaz para a educação, tornando o aprendizado mais envolvente e significativo na era digital.",Portuguese,115,url,https://www.revistaabruxa.com/volume-8-2024,60,non_empirical,2024
223,Sindelar,1,From petishism to rewilding: Representations of wildlife in interactive media,"Safari Central, an augmented reality app that seeks to ‘rewild’ (or reconnect) wildlife with people, lets users take photographs with six virtual animals that are based on real-life animals. I argue that these representations of animals are an example of petishizationPetishism includes overidentifying with an animal, an emphasis on dominance over animals and over-representing of certain traits of animals. I trace these qualities of petishism across three other popular forms of interactive media that have the same goal of facilitating care (Tamagotchi, Pokémon and Zoo Tycoon) to discuss the ways in which Safari Central replicates earlier designs. I argue that to better facilitate care between people and animals, designers of interactive media should consider alternate conceptions of care and use Julie Smith’s (2003) theory of performance ethics. Performance ethics understands animals’ performances as communicative transactions and positions humans as listeners. I conclude by proposing alternate designs that incorporate performance ethics and alternate conceptions of care into interactive media.",English,175,url,https://doi.org/10.1386/jem_00065_1,3,non_empirical,2021
224,Smith,1,A walk in the park: Is Pokémon Go foreshadowing the future of biodiversity research and scientific outreach?,,English,145,url,https://doi.org/10.15252/embr.201643213,8,non_empirical,2016
225,Smith,1,"Resources, Scenarios, Agency: Environmental Computer Games","In this paper I argue that computer games have the potential to offer spaces for ecological reflection, critique, and engagement. However, in many computer games, elements of the games’ procedural rhetoric limit this potential. In his account of American foundation narratives, environmental historian David Nye notes that the ‘second-creation’ narratives that he identifies “retain widespread attention [...] children play computer games such as Sim City, which invite them to create new communities from scratch in an empty virtual landscape…a malleable, empty space implicitly organized by a grid” (Nye, 2003). I begin by showing how grid-based resource management games encode a set of narratives in which nature is the location of resources to be extracted and used. I then examine the climate change game Fate of the World (2011), drawing it into comparison with game-like online policy tools such as the UK Department for Energy and Climate Change’s 2050 Calculator, and models such as the environmental scenario generation tool Foreseer. I argue that while both may be narrowly successful in generating engagement with climate change and resource issues, in other ways their effect may be disempowering: firstly, they emphasise the scale and complexity of environmental problems; secondly, they prioritise technocratic top-down policy responses at the expense of changes on the level of individual behaviour. This paper then turns to examples of digital games and playing strategies that offer more plural and open-ended engagement with environmental concerns. The on/off-line game World Without Oil (2007) encouraged players to respond to a fictional oil crisis, generating sustained and solution-focussed engagement. David O’Reilly’s off-beat game-animation Mountain (2014), which in its unflinching mountain removes the agency of the player and mocks the ‘nature as resource’ model of games, invites an ontological reconsideration of the player’s relationship with the non-human. Finally, examples of modding and ‘expansive play’ are examined to reveal surprisingly ecocritical playing strategies in the sandbox-game Minecraft, a game that initially seems to take the logic of resource extraction to its extreme.",English,143,url,https://doi.org/10.37536/ECOZONA.2017.8.2.1365,5,non_empirical,2017
226,Smith,1,Commentary: Colonialist Values in Animal Crossing and Their Implications for Conservation,"In the Nintendo game Animal Crossing: New Horizons, players move to an uninhabited island and quickly become instrumental to the naming, aesthetic development, and biodiversity of the island. In some ways, the game can foster a love for and curiosity about nature. In other ways, the game reinforces harmful colonialist values and attitudes that are ultimately an obstacle to conservation in the real world. Here I critique the game values relevant to conservation, both the values that benefit and the values that hinder conservation. I discuss possibilities for a future version of the game that reinforces values better aligned with conservation.",English,155,url,https://doi.org/10.54175/hsustain1030010,3,non_empirical,2022
227,Stokes,1,Ecological Precarity and Techno-Utopianism in the Soundscapes of The Legend of Zelda: Breath of the Wild,"Analysis of the gameplay, aesthetics, and soundscapes of The Legend of Zelda: Breath of the Wild reveals two broad structural principles: ecological precarity (a sense that the natural world is precious, delicate, and vulnerable) and techno-utopianism (a belief that technological progress and human ingenuity can solve every possible problem). Stokes argues that these principles are incompatible—that precarity of the overworld soundscape, marked by ambient nature sounds and delicately atomized piano fragments, is fundamentally at odds with the techno-utopianism of the shrine soundscape, marked by booming machinery and pulsing electronic music. This pivots into a broader discussion of the ways that encoded value systems inform the games that we play. Does the persistent thread of techno-utopianism (alongside the inherent triumphalism of the Zelda franchise''s gameplay), undercut the ecological and aesthetic moral aimed at by the Breath of the Wild ’s designers?",English,54,url,https://doi.org/10.4324/9781003275305,,non_empirical,2024
228,Stumpo,1,E-cology: Everquest and the Environment(s),,English,162,url,https://doi.org/10.1093/isle/15.2.29,,non_empirical,2008
289,Emmerich,3,Playing for a Better Future: How Animal Avatars Influence the Attitude of Players,"Digital games allowus to adopt the avatar’s perspective and experience the (virtual)world from another point of view. The positive effects of such role swaps are well-documented in contexts such as combating racial or ethnic biases. Our work expands this research direction by considering animal avatars: We hypothesize that playing as an animal can improve our attitude towards wildlife and nature. In particular, this manuscript contributes a first systematic study on the effects of animal avatars on players’ implicit attitudes towards animals. Our study (N = 78) employs two commercial games featuring different animal avatars, Endling - Extinction is Forever and Bee Simulator, and compares the results of implicit association tests administered before and after gameplay. Our findings confirm significant positive effects of the games on players’ implicit associations with foxes and bees. Together with several interesting insights regarding player-avatar relationships and avatar identification, our work paves the groundwork for games contributing positively to societal change.",English,198,url,https://doi.org/10.1145/3677096,47,empirical,2024
229,Swanstrom,1,"Animal, Vegetable, Digital: Experiments in New Media Aesthetics and Environmental Poetics","An audacious, interdisciplinary study that combines the burgeoning fields of digital aesthetics and eco-criticism. In Animal, Vegetable, Digital, Elizabeth Swanstrom makes a confident and spirited argument for the use of digital art in support of ameliorating human engagement with the environment and suggests a four-part framework for analyzing and discussing such applications. Through close readings of a panoply of texts, artworks, and cultural artifacts, Swanstrom demonstrates that the division popular culture has for decades observed between nature and technology is artificial. Not only is digital technology not necessarily a brick in the road to a dystopian future of environmental disaster, but digital art forms can be a revivifying bridge that returns people to a more immediate relationship to nature as well as their own embodied selves. To analyze and understand the intersection of digital art and nature, Animal, Vegetable, Digital explores four aesthetic techniques: coding, collapsing, corresponding, and conserving. “Coding” denotes the way artists use operational computer code to blur distinctions between the reader and text, and, hence, the world. Inviting a fluid conception of the boundary between human and technology, “collapsing” voids simplistic assumptions about the human body’s innate perimeter. The process of translation between natural and human-readable signs that enables communication is described as “corresponding.” “Conserving” is the application of digital art by artists to democratize large- and small-scale preservation efforts. A fascinating synthesis of literary criticism, communications and journalism, science and technology, and rhetoric that draws on such disparate phenomena as simulated environments, video games, and popular culture, Animal, Vegetable, Digital posits that partnerships between digital aesthetics and environmental criticism are possible that reconnect humankind to nature and reaffirm its kinship with other living and nonliving things.",English,32,isbn,978-0-8173-8929-1,,non_empirical,2016
230,Sykes,1,‘Those Chosen by the Planet’: Final Fantasy VII and Earth Jurisprudence,"This article allies the 1997 PlayStation video game Final Fantasy VII with Slavoj Žižek’s writings on ecology to critique the area of legal philosophy known as ‘earth jurisprudence’. Earth jurisprudents argue that law bears a large part of the responsibility for humanity’s exploitation of the environment, as law helps to bar nature from subjectivity. However, as Žižek warns—and as FFVII illustrates—the desire for meaning incites people to manufacture a harmonious vision of nature that obscures the chaotic forces at work in the environment and ultimately absolves humanity of responsibility towards the world. Therefore, earth jurisprudence’s program of using legal rights to limit human intervention should be rejected in favour of an approach that enables people to take an active role in addressing the ecological crisis.",English,163,url,https://doi.org/10.1007/s11196-016-9497-2,4,non_empirical,2017
231,Thibault,4,Forests in Digital Games-An Ecocritical Framework,"Forests are, both culturally and ecologically, one of the most important environments on our planet. As such, there are countless representations of them - with Digital Games being no exception. In this paper we adopt the perspective of ecocriticism, which regards the analysis of the textual portrayal of physical environments of the natural world. In particular, we propose here a framework for the analysis of forest representations in digital games, mindful of the many different layers that coexist together: cultural, discursive, representational and ludic. In order to test our framework and to showcase its potential, in the last section we present a brief analysis of the slicing game Jack Lumber and of the ideological tensions that emerge from the game.",English,83,url,https://doi.org/10.1145/3555858.3555941,46,non_empirical,2022
232,Torres,3,"Animal Agency. Colapso, encuadres morales e incomunicabilidad en el videojuego ecológico","Los mundos ludoficcionales abocados a la decadencia invitan al jugador a jugar la era de la destrucción humana. En algunas de estas distopías sigue siendo posible habitar un personaje y que el jugador participe de los acontecimientos de su vida hasta construir un espacio cómodo en el que sentirse protegido. No obstante, hacerlo a través de los ojos de un animal indefenso, con unas estrictas condiciones de actuación, lo empujan hacia una vulnerabilidad acentuada que provoca rechazo al jugador. Esto es, el espacio familiar y tradicionalmente seguro del videojuego puede esconder oscuridades o resistencias al avance del jugador y provocarle un dolor sentido, pese a no ser una experiencia real, que lo hacen un lugar emocionalmente inseguro. En esta investigación atendemos el malestar y el desagrado hacia el ecosistema en las ludoficciones delimitadas por unos encuadres morales derivados de la experiencia lúdica, el diseño ético y los valores culturales, éticos y morales del jugador.",Spanish,156,url,https://doi.org/10.31009/hipertext.net.2024.i29.02,45,non_empirical,2024
233,Tregonning,1,Balancing Act: Playing Video Game Ecologies,"This paper explores the modelling and performance of ecological systems within the video game medium. Drawing on games from both the survival and management genres (Don’t Starve and Block’hood, respectively), I show how video games can position players in simulated ecological systems, recontextualising sustainable behaviour within a framework of ludic advantage and disadvantage. That is, in order to win the game, players must play or perform in an ecologically friendly manner, working within and alongside systems that model parts of our real-world environments. I also explore the role of genre in orienting these games towards specific perspectives on the environment, suggesting that each game informs our perspective on the environment without necessarily invalidating or causing obsolescence in the other. Neither fully eco-friendly nor total eco-hazards, games such as Don’t Starve and Block’hood strive to increase awareness of environmental issues while also struggling with the limits of their own material form.",English,191,url,https://doi.org/10.21428/b54437e2.1a17056a,,non_empirical,2021
234,Ulman,1,"Beyond Nature/Writing: Virtual Landscapes Online, in Print, and in ‘Real Life.’",,English,33,isbn,0813920140,,non_empirical,2001
235,UNEP,0,Playing for the Planet Annual Impact Report 2020,,English,109,url,https://www.unep.org/resources/publication/playing-planet-annual-impact-report,,non_empirical,2020
236,UNEP,0,Playing for the Planet Annual Impact Report 2021,,English,110,url,https://www.unep.org/resources/report/playing-planet-annual-report-2021,,non_empirical,2022
237,UNEP,0,Playing for the Planet Annual Impact Report 2022,,English,111,url,https://www.unep.org/resources/report/playing-planet-alliances-2022-annual-impact-report,,non_empirical,2023
238,UNEP,0,Playing for the Planet Annual Impact Report 2023,,English,31,url,https://wedocs.unep.org/20.500.11822/45229,,non_empirical,2024
345,Miranda,2,Educação ambiental e engajamento do jogador em “Alba: A Wild Adventure”,"Diante da necessidade de recrutar uma maior parcela da sociedade para agir em prol do meio ambiente, é necessário disseminar a Educação Ambiental (EA) através de diferentes meios, entre eles, o jogo digital. Este artigo mostra o resultado da análise do jogo de entretenimento “Alba: uma aventura selvagem” sob a perspectiva da EA, e tem como base o modelo conceitual Player Involvement Model. Diversos elementos de jogo são citados e associados a correntes da EA e as dimensões de envolvimento do jogador. Em conclusão, o jogo transita entre as seis dimensões de envolvimento do jogador e pode ser usado como referˆencia no desenvolvimento de aplicações futuras que visem a EA.",Portuguese,82,url,https://doi.org/10.5753/sbgames_estendido.2022.225906,60,empirical,2022
